Customer_address,sex,age,job,type,Item_name,stock,price,count,brand_name-FK1,brand_name_FK2,shipping_date
제주,남,27,기자,기타,과수용사다리,0,10000,1,아이지,서울금속,2017.12.6 0:00
제주,남,27,기자,기타,과수용사다리,0,10000,1,아이지,서울금속,2017.12.6 0:00
제주,남,27,기자,기타,과수용사다리,0,10000,1,아이지,서울금속,2017.12.6 0:00
제주,남,27,기자,기타,과수용사다리,0,10000,1,아이지,서울금속,2017.12.6 0:00
제주,남,27,기자,기타,과수용사다리,0,10000,1,아이지,서울금속,2017.12.6 0:00
제주,남,33,\N,\N,보호렌즈,5434,10000,3,써보레,오토스,2017.6.2 0:00
제주,남,77,폰가게사장,소매업,바퀴,7,10000,1,스마토핸드트럭,스마토캐스토,2017.4.1 0:00
제주,남,77,폰가게사장,소매업,바퀴,7,10000,1,스마토핸드트럭,스마토캐스토,2017.4.1 0:00
제주,남,77,폰가게사장,소매업,바퀴,7,10000,1,스마토핸드트럭,스마토캐스토,2017.4.1 0:00
제주,남,77,폰가게사장,소매업,바퀴,7,10000,1,스마토핸드트럭,스마토캐스토,2017.4.1 0:00
제주,남,77,폰가게사장,소매업,바퀴,7,10000,1,스마토핸드트럭,스마토캐스토,2017.4.1 0:00
제주,남,77,폰가게사장,소매업,바퀴,7,10000,1,스마토핸드트럭,스마토캐스토,2017.4.1 0:00
제주,남,77,폰가게사장,소매업,바퀴,7,10000,1,스마토핸드트럭,스마토캐스토,2017.4.1 0:00
