Customer_address,sex,age,job,type,Item_name,stock,price,count,brand_name_FK1,brand_name_FK2,shipping_date
서울,\N,\N,\N,\N,누전차단기,1000,10000,2,LS산전,서울산전,2017.12.2 0:00
부산,\N,\N,\N,\N,배선차단기,1000,10000,3,LS산전,서울산전,2017.12.3 0:00
부산,\N,\N,\N,\N,열수축튜브,1000,10000,1,LS산전,서울산전,2018.1.1 0:00
부산,\N,\N,\N,\N,콘센트,1000,10000,2,LS산전,서울산전,2018.1.2 0:00
대구,남,69,\N,\N,안경렌즈,6549,10000,2,오토스,명신광학,2017.4.2 0:00
부산,여,26,\N,\N,안전안경,5439,10000,3,오토스,명신광학,2017.4.3 0:00
서울,여,44,\N,\N,차광안경,5439,10000,1,오토스,명신광학,2017.5.1 0:00
제주,여,85,\N,\N,클립형보안경,8581,10000,2,오토스,명신광학,2017.5.2 0:00
제주,남,35,고깃집사장,도매업,로프사다리,0,10000,79,아이지,서울금속,2018.5.1 0:00
제주,남,35,고깃집사장,도매업,로프사다리,0,10000,79,아이지,서울금속,2018.5.1 0:00
제주,남,35,고깃집사장,도매업,로프사다리,0,10000,79,아이지,서울금속,2018.5.1 0:00
제주,남,35,고깃집사장,도매업,로프사다리,0,10000,79,아이지,서울금속,2018.5.1 0:00
제주,남,35,고깃집사장,도매업,로프사다리,0,10000,79,아이지,서울금속,2018.5.1 0:00
제주,남,35,고깃집사장,도매업,로프사다리,0,10000,79,아이지,서울금속,2018.5.1 0:00
제주,남,35,고깃집사장,도매업,로프사다리,0,10000,79,아이지,서울금속,2018.5.1 0:00
대구,여,56,폰가게사장,기타,로프사다리,0,10000,1,아이지,서울금속,2017.6.1 0:00
대구,여,56,폰가게사장,기타,로프사다리,0,10000,1,아이지,서울금속,2017.6.1 0:00
대구,여,56,폰가게사장,기타,로프사다리,0,10000,1,아이지,서울금속,2017.6.1 0:00
대구,여,56,폰가게사장,기타,로프사다리,0,10000,1,아이지,서울금속,2017.6.1 0:00
대구,여,56,폰가게사장,기타,로프사다리,0,10000,1,아이지,서울금속,2017.6.1 0:00
대구,여,56,폰가게사장,기타,로프사다리,0,10000,1,아이지,서울금속,2017.6.1 0:00
대구,여,56,폰가게사장,기타,로프사다리,0,10000,1,아이지,서울금속,2017.6.1 0:00
대구,남,25,어부,도매업,로프사다리,0,10000,1,아이지,서울금속,2017.12.5 0:00
대구,남,25,어부,도매업,로프사다리,0,10000,1,아이지,서울금속,2017.12.5 0:00
대구,남,25,어부,도매업,로프사다리,0,10000,1,아이지,서울금속,2017.12.5 0:00
대구,남,25,어부,도매업,로프사다리,0,10000,1,아이지,서울금속,2017.12.5 0:00
대구,남,25,어부,도매업,로프사다리,0,10000,1,아이지,서울금속,2017.12.5 0:00
대구,남,25,어부,도매업,로프사다리,0,10000,1,아이지,서울금속,2017.12.5 0:00
대구,남,25,어부,도매업,로프사다리,0,10000,1,아이지,서울금속,2017.12.5 0:00
제주,남,59,고깃집사장,기타,과수용사다리,0,10000,1,아이지,서울금속,2018.7.1 0:00
제주,남,59,고깃집사장,기타,과수용사다리,0,10000,1,아이지,서울금속,2018.7.1 0:00
제주,남,59,고깃집사장,기타,과수용사다리,0,10000,1,아이지,서울금속,2018.7.1 0:00
제주,남,59,고깃집사장,기타,과수용사다리,0,10000,1,아이지,서울금속,2018.7.1 0:00
제주,남,59,고깃집사장,기타,과수용사다리,0,10000,1,아이지,서울금속,2018.7.1 0:00
제주,남,59,고깃집사장,기타,과수용사다리,0,10000,1,아이지,서울금속,2018.7.1 0:00
제주,남,59,고깃집사장,기타,과수용사다리,0,10000,1,아이지,서울금속,2018.7.1 0:00
대구,남,50,폰가게사장,도매업,과수용사다리,0,10000,1,아이지,서울금속,2017.7.1 0:00
대구,남,50,폰가게사장,도매업,과수용사다리,0,10000,1,아이지,서울금속,2017.7.1 0:00
대구,남,50,폰가게사장,도매업,과수용사다리,0,10000,1,아이지,서울금속,2017.7.1 0:00
대구,남,50,폰가게사장,도매업,과수용사다리,0,10000,1,아이지,서울금속,2017.7.1 0:00
대구,남,50,폰가게사장,도매업,과수용사다리,0,10000,1,아이지,서울금속,2017.7.1 0:00
대구,남,50,폰가게사장,도매업,과수용사다리,0,10000,1,아이지,서울금속,2017.7.1 0:00
대구,남,50,폰가게사장,도매업,과수용사다리,0,10000,1,아이지,서울금속,2017.7.1 0:00
제주,남,27,기자,기타,과수용사다리,0,10000,1,아이지,서울금속,2017.12.6 0:00
제주,남,27,기자,기타,과수용사다리,0,10000,1,아이지,서울금속,2017.12.6 0:00
제주,남,27,기자,기타,과수용사다리,0,10000,1,아이지,서울금속,2017.12.6 0:00
제주,남,27,기자,기타,과수용사다리,0,10000,1,아이지,서울금속,2017.12.6 0:00
제주,남,27,기자,기타,과수용사다리,0,10000,1,아이지,서울금속,2017.12.6 0:00
제주,남,27,기자,기타,과수용사다리,0,10000,1,아이지,서울금속,2017.12.6 0:00
제주,남,27,기자,기타,과수용사다리,0,10000,1,아이지,서울금속,2017.12.6 0:00
제주,여,76,고깃집사장,소매업,가정용사다리,0,10000,95,아이지,서울금속,2018.8.1 0:00
제주,여,76,고깃집사장,소매업,가정용사다리,0,10000,95,아이지,서울금속,2018.8.1 0:00
제주,여,76,고깃집사장,소매업,가정용사다리,0,10000,95,아이지,서울금속,2018.8.1 0:00
제주,여,76,고깃집사장,소매업,가정용사다리,0,10000,95,아이지,서울금속,2018.8.1 0:00
제주,여,76,고깃집사장,소매업,가정용사다리,0,10000,95,아이지,서울금속,2018.8.1 0:00
제주,여,76,고깃집사장,소매업,가정용사다리,0,10000,95,아이지,서울금속,2018.8.1 0:00
제주,여,76,고깃집사장,소매업,가정용사다리,0,10000,95,아이지,서울금속,2018.8.1 0:00
제주,남,37,폰가게사장,도매업,가정용사다리,0,10000,1,아이지,서울금속,2017.8.1 0:00
제주,남,37,폰가게사장,도매업,가정용사다리,0,10000,1,아이지,서울금속,2017.8.1 0:00
제주,남,37,폰가게사장,도매업,가정용사다리,0,10000,1,아이지,서울금속,2017.8.1 0:00
제주,남,37,폰가게사장,도매업,가정용사다리,0,10000,1,아이지,서울금속,2017.8.1 0:00
제주,남,37,폰가게사장,도매업,가정용사다리,0,10000,1,아이지,서울금속,2017.8.1 0:00
제주,남,37,폰가게사장,도매업,가정용사다리,0,10000,1,아이지,서울금속,2017.8.1 0:00
제주,남,37,폰가게사장,도매업,가정용사다리,0,10000,1,아이지,서울금속,2017.8.1 0:00
대구,여,24,농부,소매업,가정용사다리,0,10000,1,아이지,서울금속,2017.12.7 0:00
대구,여,24,농부,소매업,가정용사다리,0,10000,1,아이지,서울금속,2017.12.7 0:00
대구,여,24,농부,소매업,가정용사다리,0,10000,1,아이지,서울금속,2017.12.7 0:00
대구,여,24,농부,소매업,가정용사다리,0,10000,1,아이지,서울금속,2017.12.7 0:00
대구,여,24,농부,소매업,가정용사다리,0,10000,1,아이지,서울금속,2017.12.7 0:00
대구,여,24,농부,소매업,가정용사다리,0,10000,1,아이지,서울금속,2017.12.7 0:00
대구,여,24,농부,소매업,가정용사다리,0,10000,1,아이지,서울금속,2017.12.7 0:00
대구,여,14,고깃집사장,소매업,다기능사다리,5,10000,1,아이지,서울금속,2018.9.1 0:00
대구,여,14,고깃집사장,소매업,다기능사다리,5,10000,1,아이지,서울금속,2018.9.1 0:00
대구,여,14,고깃집사장,소매업,다기능사다리,5,10000,1,아이지,서울금속,2018.9.1 0:00
대구,여,14,고깃집사장,소매업,다기능사다리,5,10000,1,아이지,서울금속,2018.9.1 0:00
대구,여,14,고깃집사장,소매업,다기능사다리,5,10000,1,아이지,서울금속,2018.9.1 0:00
대구,여,14,고깃집사장,소매업,다기능사다리,5,10000,1,아이지,서울금속,2018.9.1 0:00
대구,여,14,고깃집사장,소매업,다기능사다리,5,10000,1,아이지,서울금속,2018.9.1 0:00
대구,남,71,폰가게사장,도매업,다기능사다리,5,10000,59,아이지,서울금속,2017.9.1 0:00
대구,남,71,폰가게사장,도매업,다기능사다리,5,10000,59,아이지,서울금속,2017.9.1 0:00
대구,남,71,폰가게사장,도매업,다기능사다리,5,10000,59,아이지,서울금속,2017.9.1 0:00
대구,남,71,폰가게사장,도매업,다기능사다리,5,10000,59,아이지,서울금속,2017.9.1 0:00
대구,남,71,폰가게사장,도매업,다기능사다리,5,10000,59,아이지,서울금속,2017.9.1 0:00
대구,남,71,폰가게사장,도매업,다기능사다리,5,10000,59,아이지,서울금속,2017.9.1 0:00
대구,남,71,폰가게사장,도매업,다기능사다리,5,10000,59,아이지,서울금속,2017.9.1 0:00
부산,남,10,\N,\N,개폐면,9512,10000,3,써보레,오토스,2017.5.3 0:00
서울,남,45,\N,\N,수동면,2152,10000,1,써보레,오토스,2017.6.1 0:00
제주,여,12,\N,\N,자동차광용접면,9852,10000,2,써보레,오토스,2017.6.2 0:00
제주,남,33,\N,\N,보호렌즈,5434,10000,3,써보레,오토스,2017.6.2 0:00
서울,\N,\N,\N,\N,기록계,1000,10000,3,한영넉스,서준전기,2018.1.3 0:00
대구,\N,\N,\N,\N,타임스위치,1000,10000,1,한영넉스,서준전기,2018.2.1 0:00
부산,\N,\N,\N,\N,회전경광등,1000,10000,3,한영넉스,서준전기,2018.2.2 0:00
부산,\N,\N,\N,\N,온도컨트롤러,1000,10000,3,한영넉스,서준전기,2018.2.3 0:00
부산,\N,\N,\N,\N,근접센서,1000,10000,3,한영넉스,건흥전기,2018.3.1 0:00
부산,\N,\N,\N,\N,단자대,1000,10000,3,한영넉스,건흥전기,2018.3.2 0:00
부산,\N,\N,\N,\N,발판스위치,1000,10000,3,한영넉스,건흥전기,2018.3.2 0:00
부산,\N,\N,\N,\N,제어용스위치,1000,10000,3,한영넉스,건흥전기,2018.3.3 0:00
서울,\N,\N,\N,\N,바리케이드,1000,10000,3,국제안전공사,미래안전,2017.9.3 0:00
제주,\N,\N,\N,\N,플라스틱체인,1000,10000,1,국제안전공사,미래안전,2017.10.1 0:00
서울,\N,\N,\N,\N,꼬깔콘,1000,10000,2,국제안전공사,미래안전,2017.10.2 0:00
서울,\N,\N,\N,\N,경고판,1000,10000,3,국제안전공사,미래안전,2017.10.3 0:00
대구,남,23,프로그래머,기타,휴지통,2100,10000,3,내쇼날,창신,2017.1.3 0:00
대구,여,73,프로그래머,기타,건조대,2900,10000,1,내쇼날,창신,2017.2.1 0:00
제주,여,27,고깃집사장,도매업,분리수거,1432,10000,2,내쇼날,창신,2017.2.2 0:00
제주,여,69,프로그래머,기타,용기,5004,10000,3,내쇼날,창신,2017.2.3 0:00
서울,남,52,학생,기타,바스켓,7002,10000,1,내쇼날,창신,2017.3.1 0:00
부산,남,40,학생,기타,옷걸이,4192,10000,2,내쇼날,창신,2017.3.2 0:00
대구,여,86,고깃집사장,도매업,용기,5210,10000,3,내쇼날,창신,2017.3.3 0:00
부산,여,76,옷가게사장,소매업,종이컵,4219,10000,1,내쇼날,창신,2017.4.1 0:00
대구,여,51,폰가게사장,도매업,캐스터_고무고정,10,10000,1,경창,스마토캐스토,2018.10.1 0:00
대구,여,51,폰가게사장,도매업,캐스터_고무고정,10,10000,1,경창,스마토캐스토,2018.10.1 0:00
대구,여,51,폰가게사장,도매업,캐스터_고무고정,10,10000,1,경창,스마토캐스토,2018.10.1 0:00
대구,여,51,폰가게사장,도매업,캐스터_고무고정,10,10000,1,경창,스마토캐스토,2018.10.1 0:00
대구,여,51,폰가게사장,도매업,캐스터_고무고정,10,10000,1,경창,스마토캐스토,2018.10.1 0:00
대구,여,51,폰가게사장,도매업,캐스터_고무고정,10,10000,1,경창,스마토캐스토,2018.10.1 0:00
대구,여,51,폰가게사장,도매업,캐스터_고무고정,10,10000,1,경창,스마토캐스토,2018.10.1 0:00
부산,남,27,폰가게사장,도매업,캐스터_고무고정,10,10000,99,경창,스마토캐스토,2017.10.1 0:00
부산,남,27,폰가게사장,도매업,캐스터_고무고정,10,10000,99,경창,스마토캐스토,2017.10.1 0:00
부산,남,27,폰가게사장,도매업,캐스터_고무고정,10,10000,99,경창,스마토캐스토,2017.10.1 0:00
부산,남,27,폰가게사장,도매업,캐스터_고무고정,10,10000,99,경창,스마토캐스토,2017.10.1 0:00
부산,남,27,폰가게사장,도매업,캐스터_고무고정,10,10000,99,경창,스마토캐스토,2017.10.1 0:00
부산,남,27,폰가게사장,도매업,캐스터_고무고정,10,10000,99,경창,스마토캐스토,2017.10.1 0:00
부산,남,27,폰가게사장,도매업,캐스터_고무고정,10,10000,99,경창,스마토캐스토,2017.10.1 0:00
제주,여,22,목수,도매업,캐스터_고무고정,10,10000,500,경창,스마토캐스토,2017.11.1 0:00
제주,여,22,목수,도매업,캐스터_고무고정,10,10000,500,경창,스마토캐스토,2017.11.1 0:00
제주,여,22,목수,도매업,캐스터_고무고정,10,10000,500,경창,스마토캐스토,2017.11.1 0:00
제주,여,22,목수,도매업,캐스터_고무고정,10,10000,500,경창,스마토캐스토,2017.11.1 0:00
제주,여,22,목수,도매업,캐스터_고무고정,10,10000,500,경창,스마토캐스토,2017.11.1 0:00
제주,여,22,목수,도매업,캐스터_고무고정,10,10000,500,경창,스마토캐스토,2017.11.1 0:00
제주,여,22,목수,도매업,캐스터_고무고정,10,10000,500,경창,스마토캐스토,2017.11.1 0:00
서울,남,21,폰가게사장,도매업,캐스터_고무브레이크,15,10000,1,경창,스마토캐스토,2017.1.1 0:00
서울,남,21,폰가게사장,도매업,캐스터_고무브레이크,15,10000,1,경창,스마토캐스토,2017.1.1 0:00
서울,남,21,폰가게사장,도매업,캐스터_고무브레이크,15,10000,1,경창,스마토캐스토,2017.1.1 0:00
서울,남,21,폰가게사장,도매업,캐스터_고무브레이크,15,10000,1,경창,스마토캐스토,2017.1.1 0:00
서울,남,21,폰가게사장,도매업,캐스터_고무브레이크,15,10000,1,경창,스마토캐스토,2017.1.1 0:00
서울,남,21,폰가게사장,도매업,캐스터_고무브레이크,15,10000,1,경창,스마토캐스토,2017.1.1 0:00
서울,남,21,폰가게사장,도매업,캐스터_고무브레이크,15,10000,1,경창,스마토캐스토,2017.1.1 0:00
대구,여,30,목수,기타,캐스터_고무브레이크,15,10000,1,경창,스마토캐스토,2017.12.1 0:00
대구,여,30,목수,기타,캐스터_고무브레이크,15,10000,1,경창,스마토캐스토,2017.12.1 0:00
대구,여,30,목수,기타,캐스터_고무브레이크,15,10000,1,경창,스마토캐스토,2017.12.1 0:00
대구,여,30,목수,기타,캐스터_고무브레이크,15,10000,1,경창,스마토캐스토,2017.12.1 0:00
대구,여,30,목수,기타,캐스터_고무브레이크,15,10000,1,경창,스마토캐스토,2017.12.1 0:00
대구,여,30,목수,기타,캐스터_고무브레이크,15,10000,1,경창,스마토캐스토,2017.12.1 0:00
대구,여,30,목수,기타,캐스터_고무브레이크,15,10000,1,경창,스마토캐스토,2017.12.1 0:00
제주,여,58,폰가게사장,소매업,캐스터_고무회전,14,10000,22,경창,스마토캐스토,2017.2.1 0:00
제주,여,58,폰가게사장,소매업,캐스터_고무회전,14,10000,22,경창,스마토캐스토,2017.2.1 0:00
제주,여,58,폰가게사장,소매업,캐스터_고무회전,14,10000,22,경창,스마토캐스토,2017.2.1 0:00
제주,여,58,폰가게사장,소매업,캐스터_고무회전,14,10000,22,경창,스마토캐스토,2017.2.1 0:00
제주,여,58,폰가게사장,소매업,캐스터_고무회전,14,10000,22,경창,스마토캐스토,2017.2.1 0:00
제주,여,58,폰가게사장,소매업,캐스터_고무회전,14,10000,22,경창,스마토캐스토,2017.2.1 0:00
제주,여,58,폰가게사장,소매업,캐스터_고무회전,14,10000,22,경창,스마토캐스토,2017.2.1 0:00
제주,남,30,목수,도매업,캐스터_고무회전,14,10000,1,경창,스마토캐스토,2017.12.2 0:00
제주,남,30,목수,도매업,캐스터_고무회전,14,10000,1,경창,스마토캐스토,2017.12.2 0:00
제주,남,30,목수,도매업,캐스터_고무회전,14,10000,1,경창,스마토캐스토,2017.12.2 0:00
제주,남,30,목수,도매업,캐스터_고무회전,14,10000,1,경창,스마토캐스토,2017.12.2 0:00
제주,남,30,목수,도매업,캐스터_고무회전,14,10000,1,경창,스마토캐스토,2017.12.2 0:00
제주,남,30,목수,도매업,캐스터_고무회전,14,10000,1,경창,스마토캐스토,2017.12.2 0:00
제주,남,30,목수,도매업,캐스터_고무회전,14,10000,1,경창,스마토캐스토,2017.12.2 0:00
대구,남,63,농부,도매업,캐스터_고무회전,14,10000,250,경창,스마토캐스토,2017.12.8 0:00
대구,남,63,농부,도매업,캐스터_고무회전,14,10000,250,경창,스마토캐스토,2017.12.8 0:00
대구,남,63,농부,도매업,캐스터_고무회전,14,10000,250,경창,스마토캐스토,2017.12.8 0:00
대구,남,63,농부,도매업,캐스터_고무회전,14,10000,250,경창,스마토캐스토,2017.12.8 0:00
대구,남,63,농부,도매업,캐스터_고무회전,14,10000,250,경창,스마토캐스토,2017.12.8 0:00
대구,남,63,농부,도매업,캐스터_고무회전,14,10000,250,경창,스마토캐스토,2017.12.8 0:00
대구,남,63,농부,도매업,캐스터_고무회전,14,10000,250,경창,스마토캐스토,2017.12.8 0:00
제주,여,32,기자,소매업,캐스터_고무회전,14,10000,1,경창,스마토캐스토,2017.12.9 0:00
제주,여,32,기자,소매업,캐스터_고무회전,14,10000,1,경창,스마토캐스토,2017.12.9 0:00
제주,여,32,기자,소매업,캐스터_고무회전,14,10000,1,경창,스마토캐스토,2017.12.9 0:00
제주,여,32,기자,소매업,캐스터_고무회전,14,10000,1,경창,스마토캐스토,2017.12.9 0:00
제주,여,32,기자,소매업,캐스터_고무회전,14,10000,1,경창,스마토캐스토,2017.12.9 0:00
제주,여,32,기자,소매업,캐스터_고무회전,14,10000,1,경창,스마토캐스토,2017.12.9 0:00
제주,여,32,기자,소매업,캐스터_고무회전,14,10000,1,경창,스마토캐스토,2017.12.9 0:00
제주,여,79,폰가게사장,소매업,캐스터_우레탄고정,17,10000,5,경창,스마토캐스토,2017.3.1 0:00
제주,여,79,폰가게사장,소매업,캐스터_우레탄고정,17,10000,5,경창,스마토캐스토,2017.3.1 0:00
제주,여,79,폰가게사장,소매업,캐스터_우레탄고정,17,10000,5,경창,스마토캐스토,2017.3.1 0:00
제주,여,79,폰가게사장,소매업,캐스터_우레탄고정,17,10000,5,경창,스마토캐스토,2017.3.1 0:00
제주,여,79,폰가게사장,소매업,캐스터_우레탄고정,17,10000,5,경창,스마토캐스토,2017.3.1 0:00
제주,여,79,폰가게사장,소매업,캐스터_우레탄고정,17,10000,5,경창,스마토캐스토,2017.3.1 0:00
제주,여,79,폰가게사장,소매업,캐스터_우레탄고정,17,10000,5,경창,스마토캐스토,2017.3.1 0:00
대구,여,67,목수,소매업,캐스터_우레탄고정,17,10000,1,경창,스마토캐스토,2017.12.3 0:00
대구,여,67,목수,소매업,캐스터_우레탄고정,17,10000,1,경창,스마토캐스토,2017.12.3 0:00
대구,여,67,목수,소매업,캐스터_우레탄고정,17,10000,1,경창,스마토캐스토,2017.12.3 0:00
대구,여,67,목수,소매업,캐스터_우레탄고정,17,10000,1,경창,스마토캐스토,2017.12.3 0:00
대구,여,67,목수,소매업,캐스터_우레탄고정,17,10000,1,경창,스마토캐스토,2017.12.3 0:00
대구,여,67,목수,소매업,캐스터_우레탄고정,17,10000,1,경창,스마토캐스토,2017.12.3 0:00
대구,여,67,목수,소매업,캐스터_우레탄고정,17,10000,1,경창,스마토캐스토,2017.12.3 0:00
제주,남,77,폰가게사장,소매업,바퀴,7,10000,1,스마토핸드트럭,스마토캐스토,2017.4.1 0:00
제주,남,77,폰가게사장,소매업,바퀴,7,10000,1,스마토핸드트럭,스마토캐스토,2017.4.1 0:00
제주,남,77,폰가게사장,소매업,바퀴,7,10000,1,스마토핸드트럭,스마토캐스토,2017.4.1 0:00
제주,남,77,폰가게사장,소매업,바퀴,7,10000,1,스마토핸드트럭,스마토캐스토,2017.4.1 0:00
제주,남,77,폰가게사장,소매업,바퀴,7,10000,1,스마토핸드트럭,스마토캐스토,2017.4.1 0:00
제주,남,77,폰가게사장,소매업,바퀴,7,10000,1,스마토핸드트럭,스마토캐스토,2017.4.1 0:00
제주,남,77,폰가게사장,소매업,바퀴,7,10000,1,스마토핸드트럭,스마토캐스토,2017.4.1 0:00
부산,여,83,어부,도매업,바퀴,7,10000,800,스마토핸드트럭,스마토캐스토,2017.12.4 0:00
부산,여,83,어부,도매업,바퀴,7,10000,800,스마토핸드트럭,스마토캐스토,2017.12.4 0:00
부산,여,83,어부,도매업,바퀴,7,10000,800,스마토핸드트럭,스마토캐스토,2017.12.4 0:00
부산,여,83,어부,도매업,바퀴,7,10000,800,스마토핸드트럭,스마토캐스토,2017.12.4 0:00
부산,여,83,어부,도매업,바퀴,7,10000,800,스마토핸드트럭,스마토캐스토,2017.12.4 0:00
부산,여,83,어부,도매업,바퀴,7,10000,800,스마토핸드트럭,스마토캐스토,2017.12.4 0:00
부산,여,83,어부,도매업,바퀴,7,10000,800,스마토핸드트럭,스마토캐스토,2017.12.4 0:00
제주,여,63,폰가게사장,도매업,운반구,5,10000,1,스마토핸드트럭,스마토캐스토,2017.5.1 0:00
제주,여,63,폰가게사장,도매업,운반구,5,10000,1,스마토핸드트럭,스마토캐스토,2017.5.1 0:00
제주,여,63,폰가게사장,도매업,운반구,5,10000,1,스마토핸드트럭,스마토캐스토,2017.5.1 0:00
제주,여,63,폰가게사장,도매업,운반구,5,10000,1,스마토핸드트럭,스마토캐스토,2017.5.1 0:00
제주,여,63,폰가게사장,도매업,운반구,5,10000,1,스마토핸드트럭,스마토캐스토,2017.5.1 0:00
제주,여,63,폰가게사장,도매업,운반구,5,10000,1,스마토핸드트럭,스마토캐스토,2017.5.1 0:00
제주,여,63,폰가게사장,도매업,운반구,5,10000,1,스마토핸드트럭,스마토캐스토,2017.5.1 0:00
부산,남,70,고깃집사장,도매업,핸드카,3,10000,15,스마토핸드트럭,스마토캐스토,2018.1.1 0:00
부산,남,70,고깃집사장,도매업,핸드카,3,10000,15,스마토핸드트럭,스마토캐스토,2018.1.1 0:00
부산,남,70,고깃집사장,도매업,핸드카,3,10000,15,스마토핸드트럭,스마토캐스토,2018.1.1 0:00
부산,남,70,고깃집사장,도매업,핸드카,3,10000,15,스마토핸드트럭,스마토캐스토,2018.1.1 0:00
부산,남,70,고깃집사장,도매업,핸드카,3,10000,15,스마토핸드트럭,스마토캐스토,2018.1.1 0:00
부산,남,70,고깃집사장,도매업,핸드카,3,10000,15,스마토핸드트럭,스마토캐스토,2018.1.1 0:00
부산,남,70,고깃집사장,도매업,핸드카,3,10000,15,스마토핸드트럭,스마토캐스토,2018.1.1 0:00
서울,남,48,고깃집사장,소매업,테크트럭,2,10000,200,스마토핸드트럭,스마토캐스토,2018.2.1 0:00
서울,남,48,고깃집사장,소매업,테크트럭,2,10000,200,스마토핸드트럭,스마토캐스토,2018.2.1 0:00
서울,남,48,고깃집사장,소매업,테크트럭,2,10000,200,스마토핸드트럭,스마토캐스토,2018.2.1 0:00
서울,남,48,고깃집사장,소매업,테크트럭,2,10000,200,스마토핸드트럭,스마토캐스토,2018.2.1 0:00
서울,남,48,고깃집사장,소매업,테크트럭,2,10000,200,스마토핸드트럭,스마토캐스토,2018.2.1 0:00
서울,남,48,고깃집사장,소매업,테크트럭,2,10000,200,스마토핸드트럭,스마토캐스토,2018.2.1 0:00
서울,남,48,고깃집사장,소매업,테크트럭,2,10000,200,스마토핸드트럭,스마토캐스토,2018.2.1 0:00
부산,남,32,\N,\N,대피용마스크,5219,10000,1,크린탑,E편한,2017.7.1 0:00
서울,여,28,\N,\N,방진마스크,1000,10000,2,크린탑,E편한,2017.7.2 0:00
부산,여,18,\N,\N,방독마스크,1000,10000,3,크린탑,E편한,2017.7.3 0:00
부산,남,88,\N,\N,황사마스크,1000,10000,1,크린탑,E편한,2017.8.1 0:00
